number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3503301,EAST MOUNTAIN WATER HAULING,P,TIJERAS,BERNALILLO,GWP,124.0,22700.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3503321,TIERRA AMARILLA MDWCA,L,TIERRA AMARILLA,RIO ARRIBA,GW,470.0,66000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,30585,Yes,Yes,.63640523,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3503401,PAJARITO MESA MDWCA,L,ALBUQUERQUE,BERNALILLO,SWP,175.0,0.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,64304.7,Yes,Yes,1.3380365,Non-Disadvantaged,,,,,,,,,,,,0.0,NM3510701,ALBUQUERQUE WATER SYSTEM,659736.0,,,,A,Yes,2.0,2.0,,Direct Impact with Alternative Sources of Water
NM3503421,TRUCHAS MDWCA,L,TRUCHAS,RIO ARRIBA,GW,629.0,150000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,30022.3,Yes,Yes,.62469673,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3503501,ALTAMONTE LITTLE LEAGUE,L,ALBUQUERQUE,BERNALILLO,GW,25.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3503521,VALLECITOS MDWCA,L,VALLECITOS,RIO ARRIBA,SW,92.0,10000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,35585,Yes,Yes,.74044406,Severely Disadvantaged,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,No,7.0,,,Direct Impact with No Alternative Sources of Water
NM3503621,VALLEY ESTATES WATER & SEWER ASSOCIATION,L,ESPANOLA,RIO ARRIBA,GW,194.0,30000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,26258.1,Yes,Yes,.54637218,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3503801,U-PULL AND PAY,L,ALBUQUERQUE,BERNALILLO,GW,35.0,0.0,NTNC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3503821,CHAMA WEST WATER USERS ASSOCIATION,L,CHAMA,RIO ARRIBA,GW,80.0,44000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,30585,Yes,Yes,.63640523,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3503901,LOVES TRAVEL STOP,L,ALBUQUERQUE,BERNALILLO,GW,280.0,230000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3503921,HOPEWELL LAKE CAMPGROUND USFS CARSON,F,TAOS,RIO ARRIBA,GW,30.0,5000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3503926,AGUA FRIA WATER ASSOCIATION,L,SANTA FE,SANTA FE,GW,611.0,116000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,40986.2,Yes,Yes,.85283089,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504001,BERNALILLO COUNTY 911 COMMAND CENTER,L,ALBUQUERQUE,BERNALILLO,GW,50.0,0.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504021,EL RITO REGIONAL WATER & WASTE WATER ASN,L,EL RITO,RIO ARRIBA,GW,1200.0,120000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35585,Yes,Yes,.74044406,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504026,CANADA DE LOS ALAMOS MDWCA,L,SANTA FE,SANTA FE,GW,68.0,50000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,74513,Yes,Yes,1.5504484,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504101,HIGH DESERT RV PARK,P,ALBUQUERQUE,BERNALILLO,GW,78.0,30000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504121,ANCONES MDWWCA,L,LA MADERA,RIO ARRIBA,GW,60.0,50000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35585,Yes,Yes,.74044406,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504126,EL VADITO DE LOS CERRILLOS WATER ASSOC,L,CERRILLOS,SANTA FE,GW,461.0,200000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,53266.4,Yes,Yes,1.1083543,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504201,BERNALILLO COUNTY SERENITY MESA,L,ALBUQUERQUE,BERNALILLO,GW,26.0,400.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504221,MESA SHOPPING CENTER,P,ESPANOLA,RIO ARRIBA,GW,28.0,0.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504226,CUNDIYO MDWCA,L,CUNDIYO,SANTA FE,GW,58.0,70000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,36218,Yes,Yes,.75361532,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504326,GLORIETA EAST WATER SUPPLY,L,GLORIETA,SANTA FE,GW,59.0,53000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504426,GALISTEO MDWCA,L,GALISTEO,SANTA FE,GW,215.0,54500.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,55038,Yes,Yes,1.1452173,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504526,GREATER GLORIETA REGIONAL MDC,L,GLORIETA,SANTA FE,GW,153.0,62000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,66702.7,Yes,Yes,1.3879336,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504626,GLORIETA CAMPS,P,GLORIETA,SANTA FE,GW,2060.0,1000000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,74513,Yes,Yes,1.5504484,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504826,MADRID WATER,L,,SANTA FE,GW,315.0,30000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,55038,Yes,Yes,1.1452173,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3504926,RIO CHIQUITO MDWCA,L,CHIMAYO,SANTA FE,GW,122.0,15000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,36048.6,Yes,Yes,.75009054,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3505126,SANTA FE WATER SYSTEM (CITY OF),L,SANTA FE,SANTA FE,SW,78247.0,36150000.0,C,Yes,20.0,1.0,7.0,7.0,0.0,1.0,0.0,Surface and Ground,20.0,40.0,0.0,0.0,1.0,60.0,1.0,72069.7,Yes,Yes,1.4996088,Non-Disadvantaged,32.0,8.0,23.0,0.0,8.0,1.0,8.0,0.0,8.0,0.25,1.0,1.0,NM3502826,BUCKMAN REGIONAL WATER TREATMENT PLANT,0.0,,,,A,Yes,2.0,6.0,,Direct Impact with Alternative Sources of Water
NM3505226,SUNLIT HILLS WATER SYSTEM,P,SANTA FE,SANTA FE,GW,1018.0,211000.0,C,Yes,11.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,81983.39999999991,Yes,Yes,1.7058907,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3505326,TESUQUE MDWCA,L,TESUQUE,SANTA FE,GW,258.0,50000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,50290.2,Yes,Yes,1.0464263,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3505429,LOWER ARROYO HONDO MDWCA,L,ARROYO HONDO,TAOS,GW,180.0,45000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,30778.5,Yes,Yes,.64043152,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3505529,ARROYO SECO MDWCA,L,ARROYO SECO,TAOS,GW,444.0,92000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37993.5,Yes,Yes,.79055953,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3505629,CANON MDWCA,L,CANON,TAOS,GW,200.0,65000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41005,Yes,Yes,.85322207,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3505829,CHAMISAL MDWCA,L,CHAMISAL,TAOS,GW,550.0,140000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32113.2,Yes,Yes,.66820365,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3505929,COSTILLA MDWCA,L,COSTILLA,TAOS,GW,244.0,65000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,33307.6,Yes,Yes,.69305646,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3506329,LLANO QUEMADO MDWCA,L,RANCHOS DE TAOS,TAOS,GW,800.0,4128000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,42636,Yes,Yes,.88715953,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3506429,LLANO SAN JUAN MDWCA,L,LLANO,TAOS,GW,84.0,0.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,42636,Yes,Yes,.88715953,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3506621,OJO CALIENTE MDWCA,L,OJO CALIENTE,TAOS,GW,226.0,50000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32766.1,Yes,Yes,.68178904,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3506729,PENASCO MDWCA,L,PENASCO,TAOS,GW,549.0,250000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32111,Yes,Yes,.66815788,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3506829,QUESTA WATER SYSTEM,L,QUESTA,TAOS,GW,2337.0,630000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35903.7,Yes,Yes,.7470755,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3507029,RANCHOS DE TAOS MDWCA,L,RANCHOS DE TAOS,TAOS,GW,750.0,100000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,39005.2,Yes,Yes,.8116107,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3507129,RED RIVER WATER SYSTEM,L,RED RIVER,TAOS,GW,679.0,1270000.0,C,Yes,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37996,Yes,Yes,.79061157,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3507229,RIO LUCIO MDWCA,L,PENASCO,TAOS,GW,342.0,40000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32102,Yes,Yes,.6679706,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3507329,RODARTE MDWCA,L,RODARTE,TAOS,GW,115.0,22500.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,42622.9,Yes,Yes,.88688695,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3507429,TALPA MDWCA,L,TAOS,TAOS,GW,700.0,230000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,42636,Yes,Yes,.88715953,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3507529,TAOS MUNICIPAL WATER SYSTEM,L,TAOS,TAOS,GW,5528.0,1750000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37492.3,Yes,Yes,.78013068,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3507629,TRAMPAS MDWCA,L,TRAMPAS,TAOS,GW,132.0,65000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,42636,Yes,Yes,.88715953,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3507729,TRES PIEDRAS MDWCA,L,TRES PIEDRAS,TAOS,GW,205.0,64000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3507829,UPPER ARROYO HONDO MDWCA,L,ARROYO HONDO,TAOS,GW,195.0,30000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37996,Yes,Yes,.79061157,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3507929,VADITO MDWCA,L,VADITO,TAOS,GW,122.0,35000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32106.3,Yes,Yes,.66806006,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3508029,VALDEZ MDWCA,L,VALDEZ,TAOS,GW,100.0,10000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37996,Yes,Yes,.79061157,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3508129,LAS HACIENDAS HOMEOWNERS WUA,P,TAOS,TAOS,GW,72.0,0.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,34894,Yes,Yes,.72606587,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3508217,COAL BASIN DWUA,L,GALLUP,MCKINLEY,GW,115.0,40000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,38640,Yes,Yes,.80401176,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3508317,GALLUP WATER SYSTEM,L,GALLUP,MCKINLEY,GW,23530.0,22686000.0,C,Yes,19.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,39398.5,Yes,Yes,.81979442,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3508517,GAMERCO WATER & SANITATION,L,GAMERCO,MCKINLEY,GWP,1552.0,300000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37042,Yes,Yes,.77076095,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3508717,RAMAH WATER & SANITATION DISTRICT,L,RAMAH,MCKINLEY,GW,500.0,156000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,66175.2,Yes,Yes,1.3769575,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3508817,THOREAU WATER & SANITATION DISTRICT,L,THOREAU,MCKINLEY,GW,1370.0,500000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,19522,Yes,Yes,.40620902,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3508923,BERNALILLO WATER SYSTEM,L,BERNALILLO,SANDOVAL,GW,8915.0,3536000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,49807.8,Yes,Yes,1.0363886,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509023,CUBA WATER SYSTEM,L,CUBA,SANDOVAL,GW,1500.0,925000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,36293,Yes,Yes,.75517595,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509029,LA LOMITA TRAILER PARK,P,TAOS,TAOS,GW,83.0,0.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,36764,Yes,Yes,.76497638,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509032,MONTEREY WATER COMPANY INC.,P,LOS LUNAS,VALENCIA,GW,1208.0,180000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,31752,Yes,Yes,.66068792,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509123,JEMEZ SPRINGS DWUA,L,JEMEZ SPRINGS,SANDOVAL,GW,1157.0,699000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41510,Yes,Yes,.86373001,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509223,LA JARA WATER USERS ASSOCIATION,L,LA JARA,SANDOVAL,SW,250.0,187000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,36293,Yes,Yes,.75517595,Severely Disadvantaged,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,No,7.0,,,Direct Impact with No Alternative Sources of Water
NM3509232,BOSQUE GARDENS MDWCA,L,PERALTA,VALENCIA,GW,130.0,100000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,43359.1,Yes,Yes,.90220565,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509323,LAS ACEQUIAS DE PLACITAS,L,PLACITAS,SANDOVAL,GW,596.0,78800.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,67857,Yes,Yes,1.411952,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509423,RANCHOS DE PLACITAS SANITATION DISTRICT,L,PLACITAS,SANDOVAL,GW,264.0,50000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,67857,Yes,Yes,1.411952,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509523,REGINA MDWCA,L,REGINA,SANDOVAL,GW,637.0,240000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,36286,Yes,Yes,.75503027,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509623,RIO RANCHO WATER & WW SERVICES,L,RIO RANCHO,SANDOVAL,GW,98085.0,45845000.0,C,Yes,13.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509723,SAN YSIDRO WATER SUPPLY SYSTEM,L,SAN YSIDRO,SANDOVAL,GW,198.0,240000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41510,Yes,Yes,.86373001,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3509824,AZTEC DOMESTIC WATER SYSTEM,L,AZTEC,SAN JUAN,SW,5960.0,7057000.0,C,Yes,0.0,0.0,6.0,6.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,44699.7,Yes,Yes,.9301005,Disadvantaged,7.0,7.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,1.0,1.0,1.0,,,,,,,,No,6.0,,,Direct Impact with No Alternative Sources of Water
NM3509924,SOUTHSIDE MUTUAL DOMESTIC WATER,L,AZTEC,SAN JUAN,SWP,1523.0,200000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,66879.8,Yes,Yes,1.3916186,Non-Disadvantaged,,,,,,,,,,,,0.0,NM3509824,AZTEC DOMESTIC WATER SYSTEM,5960.0,,,,A,Yes,6.0,6.0,,Direct Impact with No Alternative Sources of Water
NM3510005,DESERT RANCH MDWCA,L,CLOVIS,CURRY,GW,103.0,10000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,51520,Yes,Yes,1.0720156,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510012,ANIMAS SCHOOL SYSTEM,P,ANIMAS,HIDALGO,GW,230.0,11600.0,NTNC,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510014,CIRCLE B CAMPGROUND,P,RUIDOSO DOWNS,LINCOLN,GW,250.0,3000.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510016,PEOPLES WATER COOP,P,DEMING,LUNA,GW,76.0,25211.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,27962,Yes,Yes,.58182651,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510018,OJO FELIZ MDWCA,L,OJO FELIZ,MORA,GW,60.0,18000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510019,SILVER CLOUD WATER ASSOCIATION,L,CLOUDCROFT,OTERO,GW,226.0,53750.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510020,LIBERTY MDWCA,L,TUCUMCARI,QUAY,GWP,266.0,50000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,22806.5,Yes,Yes,.47455212,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
